training_code,trainer_username,username,Max Marks [10]
ST-004,George Hill,Hannah Reed,5.0
ST-003,Elizabeth Green,Hannah Vazquez,4.25
ST-008,Marc Martinez,Hannah Wright,7.5
DS-098,Katie Davidson,Harold Campbell,6.5
FS-040,Daniel Hopkins,Harold Campbell,5.0
FS-047,Lisa Jackson,Heather Chapman,6.75
DE-069,Jesus Carter,Heather Chapman,5.5
ST-014,Alyssa Gibson,Heather Robinson,3.5
FS-068,Cassandra Fuentes,Heather Silva,4.75
FS-001,Theresa Dixon,Heather Silva,7.25
ST-038,Joan Armstrong,Heather Watson,6.25
FS-021,Juan Coleman,Heather Watson,2.25
ST-008,Marc Martinez,Heather Wolf MD,4.0
DE-097,Lisa Jackson,Heather Wolf MD,5.75
ST-046,Renee Smith,Heidi Price,7.5
FS-045,Sheena Maxwell,Holly Todd,6.0
FS-021,Juan Coleman,Holly Todd,2.75
DS-075,Ronald Tanner,Holly Todd,4.75
UI-015,Jeremy Medina,Holly Todd,3.0
FS-042,Cassandra Fuentes,Hunter Robinson,6.0
ST-008,Marc Martinez,Hunter Robinson,3.5
DE-069,Jesus Carter,Jaclyn Johnson,3.0
FS-012,Shawn Lowe,Jaclyn Johnson,4.5
ST-090,Charles Smith,Jacob Cantu,5.5
UI-074,Kevin Stewart,Jacob Johnson,5.5
FS-068,Cassandra Fuentes,Jacob Johnson,5.0
FS-066,Jared Ortiz,Jacob Lewis,7.0
UI-058,David Flores,Jacob Lewis,2.5
DE-009,Jennifer Fleming,Jacob Miller,3.0
ST-027,Kevin Holt,Jacob Miller,4.75
DE-064,Tina Chen DVM,Jacob Salazar,5.0
DS-080,Ricardo Anderson,Jacqueline Murphy,2.75
DE-097,Lisa Jackson,Jade Campbell,4.25
UI-010,Renee Smith,Jade Campbell,3.0
DS-028,Anna Howell,Jade Wood,4.25
UI-093,Christine Marshall,Jade Wood,6.25
FS-035,William Ward,Jade Wood,4.5
FS-045,Sheena Maxwell,James Ayers,5.5
DE-097,Lisa Jackson,James Carpenter,6.25
DE-092,Jeremy Medina,James Carpenter,6.25
DE-069,Jesus Carter,James Cole,7.25
UI-093,Christine Marshall,James Cole,3.0
DE-083,Jonathan Stone,James Cole,4.75
DS-030,Steve Lopez,James Dunn,4.5
FS-066,Jared Ortiz,James Fox,6.25
UI-049,Brandy Bullock,James Fox,3.0
DS-030,Steve Lopez,James Fox,7.0
DS-020,Dylan Lawson,James Fox,4.75
UI-024,Cathy Francis,James Gordon,8.75
DS-057,Daniel Hopkins,James Greene,4.0
DS-018,Amanda Goodman,James Greene,3.5
FS-041,Roberto Daniel,James Howell DDS,4.0
ST-013,Peter Rowland,James Howell DDS,7.0
FS-026,Teresa Bentley,James Howell DDS,7.25
UI-015,Jeremy Medina,James King,3.5
FS-012,Shawn Lowe,James King,6.75
ST-013,Peter Rowland,James King,2.75
FS-035,William Ward,James Martin,3.0
ST-070,Elizabeth Blake MD,James Palmer,4.25
FS-095,Emily Mckay,James Palmer,5.25
DS-057,Daniel Hopkins,James Rodriguez,4.5
FS-095,Emily Mckay,James Rodriguez,7.5
ST-003,Elizabeth Green,James Rodriguez,5.25
ST-023,Leslie Holland,James Rodriguez,3.25
UI-015,Jeremy Medina,James Wells,6.75
ST-004,George Hill,James Wright,3.5
DS-098,Katie Davidson,Jamie Dunn PhD,5.0
DE-025,Ariana Stevens,Jamie Gardner,3.5
DS-037,Edward Smith,Jamie Gardner,5.0
DS-080,Ricardo Anderson,Jane Cooper,6.5
ST-008,Marc Martinez,Jane Cooper,5.75
DE-082,Rhonda Miller,Jane Cooper,3.0
FS-095,Emily Mckay,Jane Cooper,7.25
DS-037,Edward Smith,Jane Scott,7.75
UI-050,Edward Smith,Jane Scott,4.5
ST-072,Paul Andersen,Janet Harris,5.5
UI-077,Kelly Rodriguez Jr.,Janet Harris,3.25
DS-054,Carrie Mathis,Janet Harris,3.25
FS-040,Daniel Hopkins,Janet Serrano,5.0
UI-010,Renee Smith,Janet Serrano,2.5
FS-021,Juan Coleman,Janet Serrano,7.0
FS-066,Jared Ortiz,Janice Garza,7.5
DS-057,Daniel Hopkins,Janice Garza,6.25
DE-009,Jennifer Fleming,Janice Garza,5.25
DS-075,Ronald Tanner,Jared Lee,5.5
UI-079,Steve Lopez,Jared Lee,6.5
FS-051,Jared Ortiz,Jason Allison DVM,6.25
ST-046,Renee Smith,Jason Allison DVM,5.75
FS-041,Roberto Daniel,Jason Boone,4.5
DS-037,Edward Smith,Jason Boone,4.75
FS-042,Cassandra Fuentes,Jason Boone,1.75
FS-040,Daniel Hopkins,Jason Brennan,7.0
DS-028,Anna Howell,Jason Cooper,7.75
UI-055,Charles Smith,Jason Espinoza,5.25
ST-003,Elizabeth Green,Jason Green,3.75
ST-072,Paul Andersen,Jason Green,5.5
ST-031,David Flores,Jason Hines,3.5
FS-042,Cassandra Fuentes,Jason Hines,2.0
FS-066,Jared Ortiz,Jason Jackson,6.75
DE-073,Carolyn Brown,Jason Jackson,3.5
UI-036,Jeremy Medina,Jason King,4.75
DS-063,Sara Le,Jason Moreno,3.25
FS-021,Juan Coleman,Jason Moreno,3.75
DS-028,Anna Howell,Jason Moreno,3.0
FS-019,Mary Ortiz,Jason Myers,8.25
DS-075,Ronald Tanner,Jason Myers,3.25
ST-038,Joan Armstrong,Jason Myers,4.75
UI-049,Brandy Bullock,Jason Myers,4.0
ST-052,James Taylor,Jason Powell,3.5
ST-081,Reginald Smith,Jason Powell,4.25
DS-063,Sara Le,Jean Johnson DDS,5.5
ST-085,Jesus Carter,Jeffery Collins,8.75
UI-055,Charles Smith,Jeffery Collins,4.75
DE-069,Jesus Carter,Jeffery Collins,5.75
DE-082,Rhonda Miller,Jeffery Collins,4.75
UI-076,April Brown,Jeffery Collins,4.0
FS-045,Sheena Maxwell,Jeffery Collins,5.25
DS-018,Amanda Goodman,Jeffrey Barker,6.0
FS-088,Thomas Howe,Jeffrey Barker,4.5
DE-097,Lisa Jackson,Jeffrey Benson,4.0
ST-091,David Flores,Jeffrey Benson,7.5
ST-072,Paul Andersen,Jeffrey Collins,6.75
FS-026,Teresa Bentley,Jeffrey Collins,4.75
DE-097,Lisa Jackson,Jeffrey Collins,7.0
DE-064,Tina Chen DVM,Jeffrey Conley,5.0
ST-091,David Flores,Jeffrey Kramer,6.5
FS-068,Cassandra Fuentes,Jeffrey Kramer,6.25
DE-092,Jeremy Medina,Jeffrey Lee,3.5
ST-004,George Hill,Jeffrey Lee,5.75
DS-028,Anna Howell,Jeffrey Lee,6.0
FS-100,Nicholas Lewis,Jeffrey Shea,6.0
UI-049,Brandy Bullock,Jenna Thomas,5.0
DS-057,Daniel Hopkins,Jenna Thomas,3.75
ST-070,Elizabeth Blake MD,Jenna Thomas,6.25
ST-003,Elizabeth Green,Jenna Williams,5.5
DE-082,Rhonda Miller,Jenna Williams,2.75
DE-083,Jonathan Stone,Jennifer Brewer,6.25
ST-003,Elizabeth Green,Jennifer Brewer,4.75
DE-011,Brittany Ramirez,Jennifer Elliott,5.5
ST-023,Leslie Holland,Jennifer Harper,5.5
FS-095,Emily Mckay,Jennifer Harper,5.25
ST-052,James Taylor,Jennifer Johnston,8.5
DS-098,Katie Davidson,Jennifer Johnston,4.25
UI-087,Mark Jenkins,Jennifer Johnston,6.25
UI-039,Leslie Holland,Jennifer Odonnell,6.75
DE-048,Jared Williamson,Jennifer Salinas,5.25
DE-025,Ariana Stevens,Jennifer Salinas,5.5
ST-070,Elizabeth Blake MD,Jennifer Valdez,2.75
FS-026,Teresa Bentley,Jennifer Valdez,5.25
DE-086,Jonathan Stone,Jennifer Valdez,2.25
ST-013,Peter Rowland,Jennifer Valdez,5.75
DE-029,Steven Estes,Jennifer Warner,5.25
UI-074,Kevin Stewart,Jennifer Warner,3.0
UI-079,Steve Lopez,Jennifer Wilcox,6.5
UI-049,Brandy Bullock,Jennifer Williams,3.5
DS-018,Amanda Goodman,Jennifer Williams,3.25
FS-095,Emily Mckay,Jeremy Rojas,3.25
FS-042,Cassandra Fuentes,Jessica Allen,3.5
DS-030,Steve Lopez,Jessica Fisher,5.75
ST-007,Teresa Bentley,Jessica Fisher,4.75
DE-082,Rhonda Miller,Jessica Jones,5.75
DE-092,Jeremy Medina,Jessica Kelly,5.25
ST-003,Elizabeth Green,Jessica Oconnor,4.0
FS-045,Sheena Maxwell,Jessica Perez,5.5
ST-004,George Hill,Jessica Perez,7.0
DE-029,Steven Estes,Jessica Perez,2.75
ST-022,Cassandra Ortega,Jessica Perez,2.5
ST-090,Charles Smith,Jessica Perez,5.0
DE-048,Jared Williamson,Jessica Wong,4.5
UI-024,Cathy Francis,Jesus Livingston,5.75
DE-097,Lisa Jackson,Jesus Livingston,2.0
FS-078,George Benjamin,Jesus Livingston,5.25
DS-089,Ms. Kara Smith,Joanna Smith,5.5
ST-013,Peter Rowland,Joanna Smith,3.25
UI-076,April Brown,Joanna Smith,5.25
UI-039,Leslie Holland,Joel Jenkins,5.5
UI-055,Charles Smith,Joel Jenkins,3.5
FS-021,Juan Coleman,John Brown,5.0
DE-048,Jared Williamson,John Fox,5.0
DS-033,Steven Todd,John Fox,6.0
FS-062,Megan Simpson,John Gray,3.75
DE-048,Jared Williamson,John Gray,4.75
DS-080,Ricardo Anderson,John Gray,6.5
ST-072,Paul Andersen,John Gregory,5.5
ST-090,Charles Smith,John Jones,5.0
DS-020,Dylan Lawson,John Jones,4.25
UI-015,Jeremy Medina,John Jones,5.25
UI-074,Kevin Stewart,John Jones,3.25
ST-004,George Hill,John Lewis,2.75
DE-011,Brittany Ramirez,John Lewis,3.0
UI-076,April Brown,John Lewis,6.0
DE-006,Keith Roberson,John Robinson,4.0
DE-073,Carolyn Brown,John Robinson,3.75
FS-041,Roberto Daniel,John Robinson,3.5
UI-079,Steve Lopez,John Sanchez,3.25
UI-055,Charles Smith,John Sanchez,3.5
FS-066,Jared Ortiz,John Sanchez,3.25
ST-070,Elizabeth Blake MD,John Sanchez,7.0
UI-077,Kelly Rodriguez Jr.,John Williams,5.0
ST-031,David Flores,John Wright,3.25
DS-018,Amanda Goodman,Johnny Peters,4.75
FS-045,Sheena Maxwell,Jon Cruz,3.5
DS-080,Ricardo Anderson,Jon Cruz,3.75
DS-030,Steve Lopez,Jonathan Brock,4.75
FS-066,Jared Ortiz,Jonathan Brock,6.75
UI-055,Charles Smith,Jonathan Carroll,5.75
DS-075,Ronald Tanner,Jonathan Carroll,6.5
FS-045,Sheena Maxwell,Jonathan Gordon,5.5
DE-009,Jennifer Fleming,Jonathan Gordon,5.75
FS-017,Jessica Wilkinson,Jonathan Gordon,7.0
DE-011,Brittany Ramirez,Jonathan Larsen,5.5
UI-076,April Brown,Jonathan Meyer,4.25
FS-019,Mary Ortiz,Jonathan Meyer,2.25
UI-079,Steve Lopez,Jonathan Meyer,3.5
FS-035,William Ward,Jonathan Phillips,3.25
UI-010,Renee Smith,Jonathan Phillips,4.0
FS-042,Cassandra Fuentes,Jonathan Sanchez,5.25
UI-010,Renee Smith,Jonathan Sanchez,3.0
ST-023,Leslie Holland,Jonathan Sanchez,6.25
UI-024,Cathy Francis,Jonathan Sanchez,3.0
UI-065,Steven Estes,Jordan Doyle,2.75
FS-019,Mary Ortiz,Jordan Doyle,6.0
DE-006,Keith Roberson,Jordan Lawson,7.0
DS-037,Edward Smith,Jordan Lawson,4.75
DE-025,Ariana Stevens,Jordan Lawson,5.5
ST-027,Kevin Holt,Jordan Lawson,4.25
UI-093,Christine Marshall,Jordan Lawson,5.5
DE-073,Carolyn Brown,Jordan Lawson,3.75
UI-077,Kelly Rodriguez Jr.,Jordan Lawson,5.5
UI-050,Edward Smith,Jordan Wilson,4.75
DE-048,Jared Williamson,Jose Keller,5.0
DE-086,Jonathan Stone,Joseph Dennis,6.75
DS-080,Ricardo Anderson,Joseph Dennis,3.5
FS-061,Megan Simpson,Joseph Dennis,5.25
DE-029,Steven Estes,Joseph Dennis,4.0
UI-074,Kevin Stewart,Joseph Galvan,7.25
FS-078,George Benjamin,Joseph Galvan,4.0
FS-062,Megan Simpson,Joseph Gregory,7.5
DE-083,Jonathan Stone,Joseph Gregory,4.0
UI-055,Charles Smith,Joseph Gregory,6.25
FS-019,Mary Ortiz,Joseph Gregory,4.25
UI-050,Edward Smith,Joseph Hahn,9.5
FS-035,William Ward,Joseph Hahn,3.5
UI-087,Mark Jenkins,Joseph Hahn,8.0
DS-037,Edward Smith,Joseph Hahn,6.25
UI-049,Brandy Bullock,Joseph Olsen,5.5
ST-081,Reginald Smith,Joseph Olsen,5.0
DE-083,Jonathan Stone,Joseph Olsen,4.5
DS-098,Katie Davidson,Joseph Patton,4.0
ST-004,George Hill,Joseph Patton,4.75
FS-042,Cassandra Fuentes,Joshua Clark,6.5
ST-014,Alyssa Gibson,Joshua Flores,6.0
DE-064,Tina Chen DVM,Joshua Grant,5.0
DE-069,Jesus Carter,Joshua Grant,6.75
ST-002,Brooke Costa,Joshua Grant,6.75
FS-088,Thomas Howe,Joshua Howard,3.5
UI-049,Brandy Bullock,Joshua Ramirez,2.25
DS-089,Ms. Kara Smith,Joshua Rogers,3.5
DE-069,Jesus Carter,Joshua Rogers,4.0
DE-082,Rhonda Miller,Joshua Rogers,6.25
FS-066,Jared Ortiz,Joshua Rogers,4.5
UI-058,David Flores,Joshua Torres,4.75
DS-089,Ms. Kara Smith,Joshua Torres,5.75
ST-090,Charles Smith,Joshua Werner,3.75
DE-092,Jeremy Medina,Joshua Werner,5.25
FS-068,Cassandra Fuentes,Joshua Werner,5.25
FS-095,Emily Mckay,Joy Palmer,4.0
DS-034,Lindsay Smith,Joy Palmer,3.75
DS-054,Carrie Mathis,Judy Perez,6.5
FS-100,Nicholas Lewis,Judy Perez,5.5
UI-024,Cathy Francis,Julie Garcia,4.75
UI-010,Renee Smith,Julie Medina,5.5
ST-023,Leslie Holland,Julie Medina,5.0
FS-061,Megan Simpson,Julie Medina,4.5
FS-068,Cassandra Fuentes,Julie Medina,5.5
ST-072,Paul Andersen,Julie Medina,5.25
UI-058,David Flores,Justin Johnson,4.75
UI-055,Charles Smith,Justin Johnson,2.75
FS-068,Cassandra Fuentes,Justin Johnson,5.25
UI-074,Kevin Stewart,Justin Johnson,5.5
DS-063,Sara Le,Justin Johnson,7.0
UI-024,Cathy Francis,Justin Murphy,6.25
DS-020,Dylan Lawson,Justin Murphy,4.5
FS-095,Emily Mckay,Justin Murphy,6.5
FS-042,Cassandra Fuentes,Justin Murphy,3.5
DS-098,Katie Davidson,Justin Reyes,2.25
DE-086,Jonathan Stone,Kara Snyder,7.75
ST-052,James Taylor,Karen Mcgee,5.0
UI-087,Mark Jenkins,Karen Smith,1.75
DE-064,Tina Chen DVM,Karen Smith,2.25
DE-011,Brittany Ramirez,Karen Smith,3.25
DE-083,Jonathan Stone,Kari Pittman,4.25
UI-074,Kevin Stewart,Kari Pittman,4.25
FS-040,Daniel Hopkins,Kari Pittman,4.75
UI-093,Christine Marshall,Kari Pittman,5.25
DS-080,Ricardo Anderson,Katherine Acosta,2.5
FS-017,Jessica Wilkinson,Kathleen Fuentes,3.75
ST-052,James Taylor,Kathleen Fuentes,7.25
DS-089,Ms. Kara Smith,Kathleen Fuentes,1.25
DS-054,Carrie Mathis,Kathleen Fuentes,3.5
FS-042,Cassandra Fuentes,Kathleen Griffin,5.0
DS-080,Ricardo Anderson,Kathleen Rivera,5.0
UI-005,Lori Romero,Katrina Fisher,4.25
ST-027,Kevin Holt,Katrina Fisher,6.5
UI-049,Brandy Bullock,Katrina Perez,3.5
DS-020,Dylan Lawson,Katrina Perez,4.5
ST-094,Debra Martinez,Kayla Larson,5.0
UI-050,Edward Smith,Kayla Larson,4.25
DE-092,Jeremy Medina,Kayla Larson,6.5
DS-098,Katie Davidson,Keith Gonzalez,3.75
UI-036,Jeremy Medina,Keith Herrera,4.5
DS-075,Ronald Tanner,Keith Herrera,7.75
ST-003,Elizabeth Green,Keith Hicks,3.0
FS-067,Ronald Tanner,Keith Hicks,5.75
ST-072,Paul Andersen,Keith Hicks,4.75
ST-046,Renee Smith,Kelli Bennett,7.25
DS-057,Daniel Hopkins,Kelly Chandler,6.5
FS-016,Christopher Bass,Kelly Chandler,5.5
ST-031,David Flores,Kelly Chandler,6.25
DS-098,Katie Davidson,Kelly Chandler,6.25
ST-046,Renee Smith,Kelly Mcdowell,8.25
DS-063,Sara Le,Kelly Mcdowell,6.25
ST-091,David Flores,Kelly Mcdowell,4.5
UI-074,Kevin Stewart,Kelly Pope,6.0
ST-090,Charles Smith,Kelly Thompson DDS,3.0
ST-070,Elizabeth Blake MD,Kelly Thompson DDS,7.5
ST-014,Alyssa Gibson,Kelly Thompson DDS,6.0
ST-046,Renee Smith,Kelly Townsend,5.5
DE-009,Jennifer Fleming,Kelly Townsend,3.0
DE-029,Steven Estes,Kelly Townsend,5.5
FS-067,Ronald Tanner,Kelly Townsend,4.75
FS-019,Mary Ortiz,Kelly Townsend,4.75
UI-077,Kelly Rodriguez Jr.,Kelly Walker,4.0
DE-009,Jennifer Fleming,Kelly Walker,3.0
DE-025,Ariana Stevens,Kelly Wilson,3.75
DS-028,Anna Howell,Kenneth Bryant,5.5
FS-035,William Ward,Kenneth Bryant,2.75
DE-083,Jonathan Stone,Kenneth Howell,7.5
UI-079,Steve Lopez,Kenneth Villa,5.0
DE-025,Ariana Stevens,Kenneth Wade,5.25
ST-081,Reginald Smith,Kevin Farmer,6.25
DE-025,Ariana Stevens,Kevin Porter,6.5
FS-016,Christopher Bass,Kevin Porter,7.25
DE-086,Jonathan Stone,Kevin Porter,6.75
DE-083,Jonathan Stone,Kevin Simon,4.75
ST-094,Debra Martinez,Kevin Wells,3.5
FS-068,Cassandra Fuentes,Kevin Wells,2.75
DS-098,Katie Davidson,Kim Baxter,6.0
FS-026,Teresa Bentley,Kim Baxter,7.5
ST-052,James Taylor,Kim Baxter,5.75
FS-001,Theresa Dixon,Kim Sanchez,5.5
FS-100,Nicholas Lewis,Kim Sanchez,4.25
FS-062,Megan Simpson,Kim Sanchez,8.5
DE-097,Lisa Jackson,Kimberly Anderson,1.75
DE-011,Brittany Ramirez,Kimberly Anderson,4.25
FS-040,Daniel Hopkins,Kimberly Castro,5.25
FS-017,Jessica Wilkinson,Kimberly Harris,6.25
DS-054,Carrie Mathis,Kimberly Harris,5.75
DE-092,Jeremy Medina,Kimberly Harris,3.5
DE-083,Jonathan Stone,Kristen Aguilar,2.5
DE-006,Keith Roberson,Kristen Aguilar,3.25
FS-066,Jared Ortiz,Kristen Peterson,4.0
DE-025,Ariana Stevens,Kristina Richmond,6.75
FS-067,Ronald Tanner,Kristina Richmond,4.25
DE-029,Steven Estes,Kristine Cardenas,3.0
UI-074,Kevin Stewart,Krystal Hicks,5.25
DS-034,Lindsay Smith,Krystal Hicks,4.75
FS-001,Theresa Dixon,Kyle Avery,6.25
UI-079,Steve Lopez,Kyle Avery,4.75
FS-061,Megan Simpson,Kyle Brown,5.0
DS-054,Carrie Mathis,Kyle Kelley,5.75
ST-046,Renee Smith,Larry Lynn,8.0
DE-086,Jonathan Stone,Larry Lynn,6.25
DE-092,Jeremy Medina,Larry Mccoy,5.0
ST-052,James Taylor,Laura Brown,4.25
ST-046,Renee Smith,Laura Brown,3.0
ST-031,David Flores,Laura Brown,5.0
ST-038,Joan Armstrong,Laura Brown,2.75
DS-089,Ms. Kara Smith,Laura Buckley,3.25
FS-045,Sheena Maxwell,Laura Buckley,5.25
ST-023,Leslie Holland,Laura Cole,5.75
ST-085,Jesus Carter,Laura Cole,5.75
DE-097,Lisa Jackson,Laura Cole,6.0
ST-094,Debra Martinez,Laura Cole,1.5
FS-042,Cassandra Fuentes,Laura Cole,3.0
UI-050,Edward Smith,Laura Daniels,2.75
ST-004,George Hill,Laura Daniels,6.25
ST-070,Elizabeth Blake MD,Laura Daniels,4.25
FS-016,Christopher Bass,Laura Daniels,6.25
FS-041,Roberto Daniel,Laura Jones,7.5
DS-057,Daniel Hopkins,Laura Jones,5.0
FS-071,Mark Jenkins,Laura Jones,3.0
DS-034,Lindsay Smith,Laura Jones,4.25
FS-032,Jeremy Medina,Laura Jones,4.75
ST-072,Paul Andersen,Laura Morgan,2.5
DE-092,Jeremy Medina,Laura Morgan,5.25
UI-039,Leslie Holland,Laura Morgan,3.5
DS-028,Anna Howell,Laura Morgan,5.75
DS-075,Ronald Tanner,Laura Morgan,5.75
DS-089,Ms. Kara Smith,Laura Rivera,3.75
FS-001,Theresa Dixon,Lauren Hicks,3.75
FS-016,Christopher Bass,Lauren Hicks,5.25
FS-051,Jared Ortiz,Lauren Mercer,5.0
DS-080,Ricardo Anderson,Laurie Gonzalez,5.25
FS-001,Theresa Dixon,Leah Lang,4.75
DE-082,Rhonda Miller,Leah Larson,2.0
DS-089,Ms. Kara Smith,Leah Larson,5.5
DS-098,Katie Davidson,Leah Larson,5.25
DS-054,Carrie Mathis,Leslie Carlson,3.5
DE-083,Jonathan Stone,Leslie Carlson,7.0
FS-019,Mary Ortiz,Leslie Carlson,5.5
FS-012,Shawn Lowe,Leslie Rosales,4.75
ST-003,Elizabeth Green,Leslie Rosales,4.25
DE-029,Steven Estes,Leslie Sanchez,5.25
ST-003,Elizabeth Green,Lindsay Allen,4.5
FS-042,Cassandra Fuentes,Lindsey Sanchez,6.0
FS-001,Theresa Dixon,Lindsey Sanchez,3.25
DE-083,Jonathan Stone,Lisa Cook,4.75
FS-045,Sheena Maxwell,Lisa Curry,5.5
UI-077,Kelly Rodriguez Jr.,Lisa Curry,6.25
FS-047,Lisa Jackson,Lisa Curry,3.5
ST-013,Peter Rowland,Lisa Hill,4.0
FS-045,Sheena Maxwell,Lisa Hill,4.0
DE-073,Carolyn Brown,Lisa Hill,3.75
DE-082,Rhonda Miller,Lisa Thornton,6.0
DS-028,Anna Howell,Lisa Thornton,5.75
FS-062,Megan Simpson,Lori Taylor,4.0
ST-031,David Flores,Lori Taylor,6.75
ST-014,Alyssa Gibson,Lori Taylor,2.75
FS-095,Emily Mckay,Louis Davis,3.75
DS-089,Ms. Kara Smith,Luis Soto,6.5
FS-016,Christopher Bass,Luis Soto,5.0
DS-054,Carrie Mathis,Luis Soto,5.5
DS-034,Lindsay Smith,Luke Gates,4.25
DE-011,Brittany Ramirez,Luke Gates,7.0
UI-076,April Brown,Luke Gates,5.25
UI-024,Cathy Francis,Luke Henry,4.0
DE-086,Jonathan Stone,Luke Henry,6.5
DE-097,Lisa Jackson,Madison Bailey,7.5
ST-090,Charles Smith,Madison Bailey,4.5
FS-068,Cassandra Fuentes,Madison Bailey,5.25
DS-057,Daniel Hopkins,Madison Dixon,4.5
DS-030,Steve Lopez,Madison Dixon,5.75
ST-091,David Flores,Madison Dixon,4.75
UI-005,Lori Romero,Madison Dixon,6.75
ST-003,Elizabeth Green,Manuel Lam,6.25
ST-072,Paul Andersen,Manuel Lam,5.0
UI-049,Brandy Bullock,Manuel Lam,5.25
DS-089,Ms. Kara Smith,Manuel Lam,4.25
DS-033,Steven Todd,Marc Gilbert,5.0
FS-045,Sheena Maxwell,Maria Knight,6.5
ST-022,Cassandra Ortega,Maria Myers,6.25
ST-052,James Taylor,Marie Rodriguez PhD,7.25
DS-018,Amanda Goodman,Marie Rodriguez PhD,7.0
DS-080,Ricardo Anderson,Mark Brown,3.75
DE-083,Jonathan Stone,Mark Brown,1.5
ST-090,Charles Smith,Mark Brown,7.5
DS-063,Sara Le,Mark Cox,6.75
DE-097,Lisa Jackson,Mark Cox,4.25
ST-023,Leslie Holland,Mark Crawford,3.75
ST-014,Alyssa Gibson,Mark Jones,4.5
DE-086,Jonathan Stone,Mark Palmer,5.25
ST-022,Cassandra Ortega,Mark Palmer,5.75
FS-026,Teresa Bentley,Martha Thornton,6.0
DS-057,Daniel Hopkins,Mary Cline,5.5
ST-072,Paul Andersen,Mary Cline,5.25
DE-097,Lisa Jackson,Mary Cline,4.75
DS-080,Ricardo Anderson,Mary Dodson,3.25
DS-075,Ronald Tanner,Mary Schmidt,3.0
FS-019,Mary Ortiz,Mary Wilson,5.0
FS-047,Lisa Jackson,Mary Wilson,4.25
FS-012,Shawn Lowe,Mary Wilson,8.0
DE-006,Keith Roberson,Matthew Bennett,3.75
ST-023,Leslie Holland,Matthew Boyd,6.75
DE-086,Jonathan Stone,Matthew Boyd,3.25
FS-042,Cassandra Fuentes,Matthew Boyd,7.0
DS-028,Anna Howell,Matthew Boyd,4.25
ST-052,James Taylor,Matthew Boyd,4.5
ST-003,Elizabeth Green,Matthew Cain,5.5
ST-091,David Flores,Matthew Cain,3.5
UI-093,Christine Marshall,Matthew Cain,3.25
DS-020,Dylan Lawson,Matthew Cain,3.5
DE-082,Rhonda Miller,Matthew Cain,5.5
ST-014,Alyssa Gibson,Matthew Campbell,7.0
ST-070,Elizabeth Blake MD,Matthew Hall,3.75
FS-042,Cassandra Fuentes,Matthew Hall,4.0
ST-046,Renee Smith,Matthew Owens,3.0
ST-070,Elizabeth Blake MD,Matthew Owens,4.75
UI-065,Steven Estes,Matthew Robinson,7.75
DS-028,Anna Howell,Matthew Turner,6.5
ST-013,Peter Rowland,Matthew Turner,4.25
ST-085,Jesus Carter,Matthew Turner,1.5
FS-100,Nicholas Lewis,Matthew Wagner,5.25
ST-004,George Hill,Matthew Wagner,5.25
UI-049,Brandy Bullock,Matthew Wagner,7.0
DS-033,Steven Todd,Matthew Wagner,2.75
FS-067,Ronald Tanner,Matthew Wagner,3.25
ST-090,Charles Smith,Maureen Mcintyre,4.5
DS-033,Steven Todd,Maureen Mcintyre,5.0
ST-046,Renee Smith,Maureen Mcintyre,6.0
DS-089,Ms. Kara Smith,Maureen Mcintyre,6.5
DE-011,Brittany Ramirez,Maureen Mcintyre,3.5
UI-015,Jeremy Medina,Maurice Hicks,5.75
UI-055,Charles Smith,Maurice Hicks,6.75
UI-099,Thomas Matthews,Maurice Hicks,6.75
ST-013,Peter Rowland,Maurice Hicks,3.5
UI-087,Mark Jenkins,Max Green,7.75
DE-086,Jonathan Stone,Max Green,6.0
ST-008,Marc Martinez,Megan Taylor,4.0
FS-017,Jessica Wilkinson,Megan Taylor,5.0
DE-073,Carolyn Brown,Megan Taylor,3.25
UI-050,Edward Smith,Melanie Hunt,3.5
DS-018,Amanda Goodman,Melanie Hunt,5.25
DS-028,Anna Howell,Melinda Cole,4.0
FS-095,Emily Mckay,Melinda Cole,5.0
FS-035,William Ward,Melinda Payne,4.5
FS-041,Roberto Daniel,Melinda Payne,6.75
UI-065,Steven Estes,Melissa Clay,3.5
DE-082,Rhonda Miller,Melissa Lutz,5.0
DS-030,Steve Lopez,Melissa Lutz,2.75
FS-001,Theresa Dixon,Melvin Hayden,6.0
DE-097,Lisa Jackson,Michael Blackburn,4.5
ST-004,George Hill,Michael Blackburn,5.75
UI-050,Edward Smith,Michael Bolton,7.25
FS-088,Thomas Howe,Michael Conway,6.25
ST-070,Elizabeth Blake MD,Michael Conway,3.5
DS-080,Ricardo Anderson,Michael Davis,4.75
FS-001,Theresa Dixon,Michael Dean,4.25
FS-045,Sheena Maxwell,Michael Dean,5.5
UI-076,April Brown,Michael Dean,7.75
DS-089,Ms. Kara Smith,Michael Dean,6.0
FS-042,Cassandra Fuentes,Michael Garcia,6.5
ST-014,Alyssa Gibson,Michael Gonzalez,4.5
ST-003,Elizabeth Green,Michael Gonzalez,4.25
DE-086,Jonathan Stone,Michael Gonzalez,6.75
FS-088,Thomas Howe,Michael Jacobson,6.25
ST-031,David Flores,Michael Jacobson,3.75
FS-095,Emily Mckay,Michael Jacobson,5.5
UI-055,Charles Smith,Michael Jacobson,4.5
UI-015,Jeremy Medina,Michael Jacobson,5.0
FS-078,George Benjamin,Michael Jacobson,3.25
